from,sender_tx_count,sender_avg_value_eth,sender_error_rate,sender_avg_gas_eff,sender_unique_to
0x02d548e0d02b446a4774db08f2761c7c1c2c157a,1,0.0,0.0,0.6536719439902312,1
0x02dc05e31a7c6b7dd01587ebb77e077d6448ad3f,1,0.0,0.0,0.6611936446025009,1
0x02dd82e688e1199a3329960f8d8ee87e0fcdbeba,1,0.0,0.0,0.3349275,1
0x02e033bc81a1f88cac80c762e1bfc708490772a6,1,0.0,0.0,0.5214087750800218,1
0x02e0ea4f046e256339d1a2bcc0993312eb08f3c2,4,0.0,0.0,0.6450178571428571,2
0x02e2119139dc877d9108a1346071c664b99b739c,1,0.0,0.0,0.8935677325770205,1
0x02e826132ed2851f81fd5bb66679dc18823dbe3a,2,0.0,0.0,0.7416272758298239,1
0x02ed7d45040fc9b930040e30a2cdbc796792035b,2,0.155,0.0,0.6221636861738629,1
0x02ede56318784e1ed297ed0bff0c0b7490dfb0a5,1,3465.79957864,0.0,1.0,1
0x02eebbf582a602a0d5e331205baf803a23dd714f,1,0.0,0.0,0.9917791120580197,1
0x02f1e2947a99e299feb8da364e1ab89370ddbed3,1,0.13,0.0,0.658511290246547,1
0x02f51a58a270989ce2b910b1255a458600e2fcc8,2,0.0,0.0,0.8295423856301656,1
0x02f67abe026ae9176720c67280de43383a6c7f84,2,0.0,0.0,0.686009576553195,1
0x02f82aea8dbdcee105c41d9fb22939415a10f39c,1,0.0,0.0,0.5880416575631782,1
0x02f8677bcaede6635a28211d232ac8715a10f39c,1,0.0,0.0,0.9916512874593549,1
0x02f8e0f7aa0632fe6aa5e77d246069215a10f39c,1,0.0,0.0,0.9916512874593549,1
0x02fcebc415ced6a9943646a7e8720f7aca90a969,5,12.352815649010287,0.0,1.0,1
0x02fd3f1e29348a360d96287a8756cd98bd1e1892,1,0.04,0.0,0.7561148042092842,1
0x03021732c5ed089d92c6246fb1b7f77c32c3e1cb,1,0.0,0.0,0.7015876742885161,1
0x03027a63839c5941aa02c08998448156a06d97d3,1,0.5172561012568636,0.0,0.42,1
0x031af750f2c0b29e19d6692a63e50d10cd41b7b2,1,1e-15,0.0,0.7142857142857143,1
0x03225654733fdf584b071667a1cbd2ae18d537ed,1,0.0,0.0,0.5560062554979963,1
0x03228d5c3cebcadd29621ae3a29a0ead8c3a88ac,3,0.035,0.0,0.7308638869352699,1
0x032318f1e02218c2eb9b8a1de858a4f897cde7d5,1,5.59e-16,0.0,0.9090909090909091,1
0x0325573fc6999dd4f47e70c60089e86dc8009f7e,1,0.10069246079115977,0.0,0.9036480686695278,1
0x033090aec6b39b19d1d3db13948d975732237bc6,1,32.0,0.0,0.45874545454545457,1
0x03314385109cd2036de2488fe0336479b9edd622,1,0.1652,0.0,0.6742747862691736,1
0x03389a41c32f84c2b9ba81a47a35cafe7a64d1de,1,32.0,0.0,0.4586363636363636,1
0x03398ae6c9feec12fc0df02c541930a3942231a1,1,0.145,0.0,0.8240994659683705,1
0x033ed4e20ea4c838ef6f390e3229025f1043713a,2,2.999939469973002,0.0,1.0,1
0x033f0e090c7dc8a6c297129f257a245325ae453f,1,0.04966591438010693,0.0,0.37010666666666664,1
0x034366c7a82b86866f7e346706489eb13443b8f8,2,0.01216885503243,0.0,0.8147729131085415,1
0x0353027baac0fec88ae4d35294665e146dd5d9ac,1,0.0,0.0,0.9916490857946554,1
0x03532a149c0fb19a2b3d910f22fc5c946dd5d9ac,1,0.0,0.0,0.9916556873078612,1
0x03569a8b6237ae6388e5440ad88af3ab51c10a32,1,0.34254710686696344,0.0,1.0,1
0x035b921dcfe75e9c13014fd196538994f91b8a83,7,0.0,0.0,0.21834360714285714,1
0x035bed93bb77a262af1b2534bd3fa6c205185830,2,0.0,0.0,0.5739537888152085,1
0x035daf36f02bc42e8a8807f8af687b83ec9868f1,1,0.0,0.0,0.85088,1
0x035fa870722daa7789be7dcf92c6146830cff8a1,1,32.0,0.0,0.45874545454545457,1
0x0361fb99baac01640d026a89cd7521a742a7a28f,1,0.0,0.0,0.9917791120580197,1
0x0362e0c87837965d49516e370547e45e744bf767,7,0.03776987885921317,0.0,0.7469631936954978,1
0x036b6e9bade78c3cdd46419fad30a6fc73c2e2e6,1,0.0,0.0,0.9916490857946554,1
0x036bfa46128af064939473d750dda2b28c73e2e6,1,0.0,0.0,0.5377619047619048,1
0x036d9b49613b966ba771a59dcf6fd1e080d4b6e4,1,0.26756333,0.0,0.9036480686695278,1
0x0370517ba7aefc36ad5330211c783a8bcabc87ef,1,1e-06,0.0,1.0,1
